100000000	2.65	4.51	5.68	6.27	
200000000	7.45	10.70	13.92	15.51	
300000000	14.15	19.38	23.09	26.01	
400000000	21.55	28.01	33.29	38.71	
500000000	30.19	34.89	44.19	51.92	
600000000	40.11	45.87	53.36	66.77	
700000000	51.48	54.21	69.07	82.17	
800000000	62.93	64.59	81.73	97.01	
900000000	75.67	78.62	90.58	117.29	
1000000000	90.10	87.71	109.62	127.25	
